"name1","name2","street1","street2","city","state","zip","zip4","county","phone","website","latitude","longitude","type_facility","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","cbt","dbt","tele","saca","trc","smon","smpd","smop","hi","res","op","rs","rl","rd","od","omb","odt","iop","ort","hid","hit","ct","gh","psyh","vamc","tbg","ihs","stg","lccg","dod","ssa","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","cash","md","mc","si","pi","tricare","fsa","ss","pa","asl","sp","mhsu","vet","admil","milf","cj","sen","adol","pw","wn","mn","hiv","trma","sexa","dv","ya","nsc","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","mi","ang","mxm","crv","relp","beds","ch_ad","yad","adlt","fem","male","dui","duio","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eis_hiv","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssu","ssd","stdt","ta","taec","tbs","cm","fpsy","hs","nrt","peer","stu","tcc","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","cosmi","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","mmd","mprep","fed","sotp","dea","samhsa","mhpa","hbt","hct","tod","vapn","vapp","vppd","oudo","nx","oth","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40","cosed"
"Hatch Behavioral Health","","3455 East La Palma Avenue","Suite 205","Anaheim","CA","92806","","Orange","714-603-7061","https://www.hatchbehavioralhealth.com","33.8550343","-117.8433692","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","","1","1","","1","","","","1","","","","","1","1","1","1","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","","1","1","1","1","1","1","","1","","","1","","1","1","1","1","","1","1","1","1","1","","","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","","","1","1","","","","1","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Roque Center","","10936 Dale Avenue","","Stanton","CA","90680","","Orange","714-952-4032","https://roquecenterinc.org","33.8046413","-117.9840896","SU","1","1","","","","","","","","","","","","","","1","","","1","","","1","1","","1","","","1","","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","1","","1","1","1","","1","1","","","1","1","1","1","","1","","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","","","","","","","","","","","1","1","","1","","","1","","","1","","1","","1","1","1","","","","","","","","","","1","","","1","1","","","1","","1","1","1","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","",""
"Western Pacific Med Corp","Western Pacific Stanton","10751 Dale Street","","Stanton","CA","90680","","Orange","818-956-3737","https://westpacmed.com/","33.8029131","-117.9845021","SU","1","1","1","1","1","1","","1","","","1","","","","","","","1","1","","1","1","","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","1","","","","","","","1","","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","","1","","","","1","1","1","1","1","1","","1","","1","1","","1","1","","","1","","","","","","1","1","1","","","1","","1","1","1","1","","","1","1","","","1","1","1","","1","1","1","","1","","","1","1","","","1","1","","1","","","1","","","","","","1","","","","","","","","","","","","1","1","","1","1","","","1","","","","","","","","1","1","1","1","1","1","","","","1","1","","1","","1","","1","","1","","","","","1","","1","","","","1","1","1","","",""
"Behavioral Health Services","Feather River Tribal Health","2145 5th Avenue","","Oroville","CA","95965","","Butte","530-534-5394","https://www.frth.org","39.5034985","-121.5628202","SU","1","","","","1","","1","1","1","1","","","","","","","","","1","","1","1","1","","1","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","1","","","","","","1","","1","1","1","1","","1","1","1","","","","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","","1","1","","","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","","","","","","1","1","","","","1","1","1","","1","1","1","1","1","1","","","","","1","1","","1","","","","","1","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Newport Academy","Teen and Adolescent Residential","195 South Peralta Hills Drive","","Anaheim","CA","92807","","Orange","877-820-6371","https://www.newportacademy.com","33.8402696","-117.8262944","SU","1","","","","","","","1","","","","","1","","","","","","1","","1","1","1","1","","","","1","1","1","1","","","","1","1","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","","","1","","","","","","","1","","","","","","1","","","","","1","","","","","","","","","","","1","1","1","","","","","1","","","","1","","1","1","1","1","1","","","1","","","","","1","1","1","1","","","","","","","","","","1","","1","","1","1","1","","","","","","","","","1","","","","","","1","","","","","1","","","","","","","1","","","","","","1","","","","1","","","","","1","","1","","1","","","","1","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sober Solutions","","12781 Josephine Street","","Garden Grove","CA","92841","","Orange","657-251-0503","https://sobersolutions.org","33.776941","-117.9800384","SU","1","1","","","1","1","1","1","1","","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","","","1","1","","1","","","","1","1","","1","","1","1","","","1","1","","1","1","1","1","1","1","1","","","","1","","","","","","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Inland Valley Drug and Alcohol","Recovery Services/Center for Change","1874 Business Center Drive","","San Bernardino","CA","92408","","San Bernardino","909-386-0523","https://www.inlandvalleyrecovery.org","34.0683118","-117.2815557","SU","1","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","","","","","","","","1","1","1","","1","","1","1","","1","1","1","","","1","1","1","1","","","1","","","1","","","1","1","1","","1","","1","","","","","","","","1","1","1","1","1","","1","","","1","","","","","","","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Inland Valley Drug and Alcohol","Recovery Services","1076 Santo Antonio Drive","Suites B, C and D","Colton","CA","92324","","San Bernardino","909-433-9824","https://www.inlandvalleyrecovery.org","34.0515615","-117.3065924","SU","1","","","","","","","","","","","","","","","1","","","","","","1","1","","1","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","","","","","","","","1","1","1","","1","","1","1","","1","1","1","","","1","1","1","1","","","1","","","1","","1","1","1","1","","1","","1","","","","1","","","1","1","1","1","1","1","","1","","","1","","1","","1","","1","","","","","","","","","","1","","","","1","","","1","","1","","1","","","","","","1","1","","1","1","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colton Comprehensive Treatment Center","","2275 East Cooley Drive","","Colton","CA","92324","","San Bernardino","909-543-0790 x100","https://www.ctcprograms.com/location/colton-comprehensive-treatment-center/","34.0594152","-117.2887345","SU","1","1","1","1","1","1","1","1","","1","1","","","","","1","","1","1","","1","1","1","","1","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","1","","1","","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","1","1","1","","","","1","1","","","","1","1","1","1","","","","","","1","1","","1","1","1","1","1","","","","","","","","1","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"Riverside San Bernardino County/Indian","Health Inc/San Manuel Clinic","11980 Mount Vernon Avenue","","Grand Terrace","CA","92313","","San Bernardino","909-864-1097 x4709","https://www.rsbcihi.org","34.0363613","-117.3147467","SU","1","","","","1","","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","1","1","","1","1","","","1","","1","1","","1","1","","","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","","","","","1","1","","","","1","1","1","1","1","1","","1","1","1","","","","","1","1","","1","1","","","","1","1","1","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1"
"Fortiva, LLC","Recovery Beach","13212 and 13222 Chapman Avenue","","Garden Grove","CA","92840","","Orange","855-588-1422","https://www.recoverybeach.com","33.7886219","-117.901981","SU","1","1","","","1","1","1","1","1","1","","","","","","1","","","1","","1","1","1","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","1","","","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","","","1","1","","1","","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","1","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"Orange County Healthcare Agency","BHS West Substance Use Disorder","14140 Beach Boulevard","Suite 120","Westminster","CA","92683","","Orange","714-834-3840","https://www.ochealthinfo.com","33.756975","-117.9879553","SU","1","","","","1","","","1","","","","","","","","1","","","1","","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","1","","1","","1","","","","","","","","1","1","1","","","","1","1","","1","1","1","","","","","","","1","1","1","","1","","","","","","","","","","","1","1","","","","1","","1","","","","1","","","1","1","1","1","","","","","","","","","","","","","","1","","1","","","1","","1","","1","","1","1","","","1","","","1","","","","","1","1","","","","1","","1","","","","","","1","1","1","","","1","","1","1","1","","","","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"New Creation Prado","Addiction Treatment Center","23950 Prado Lane","","Colton","CA","92324","","San Bernardino","909-920-5102","https://www.newcreationtreatment.com","34.0413602","-117.2814351","SU","1","1","","","1","1","1","1","1","1","","","","1","","1","","","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","1","","","","","","1","1","","1","1","1","","","","1","1","1","1","","","1","1","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"New Creation Encanto","Addiction Treatment Center","11646 Encanto Lane","","Colton","CA","92324","","San Bernardino","909-920-5102","https://newcreationtreatment.com","34.0413787","-117.2804222","SU","1","1","","","1","1","1","1","1","1","","","","1","","1","","","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","1","","","","","","1","1","","1","1","1","","","","1","1","1","1","","","1","1","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
"G and C Swan Inc","New Creation Addiction Treatment Ctr","11646 Encanto Lane","","Colton","CA","92324","","San Bernardino","909-920-5102","https://newcreationtreatment.com","34.0413777","-117.2804177","SU","1","1","","","1","1","1","1","1","1","","","","1","","1","","","1","","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","1","","1","","","","","","1","1","","1","1","1","","","","1","1","1","1","","","1","1","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","","","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","","1","1","","1","","","","","","1","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","",""
